Year,Team,W,L,Pts,Opp,MOV,SOS,OSRS,DSRS,SRS
2021,Saint Louis,14,7,75.0,65.4,9.57,2.19,5.99,5.77,11.76
2021,Oregon St.,20,13,70.5,67.6,2.82,10.82,3.86,7.62,11.48
2021,VCU,19,7,69.0,62.7,6.3,4.76,3.66,7.64,11.3
2021,Mississippi,16,12,68.8,63.6,5.18,6.0,-0.46,11.64,11.18
2021,Seton Hall,14,13,71.3,69.7,1.59,9.53,5.14,5.98,11.12
2021,Xavier,13,8,74.8,70.2,4.62,6.47,6.49,4.6,11.09
2021,Minnesota,14,15,72.5,73.2,-0.69,11.73,7.67,3.37,11.04
2021,Utah St.,20,9,72.6,62.3,10.24,1.32,2.35,8.65,10.99
2021,SMU,11,6,74.6,68.1,6.53,4.44,7.17,3.8,10.97
2021,Louisville,13,7,68.0,66.5,1.45,8.9,1.95,8.4,10.35
2021,Stanford,14,13,69.7,69.6,0.15,10.01,4.16,5.99,10.15
2021,Georgetown,13,13,71.4,71.7,-0.23,10.36,5.71,4.42,10.13
2021,Auburn,13,14,77.2,76.4,0.74,9.28,10.01,0.02,10.02
2021,Michigan St.,15,13,69.4,71.1,-1.68,11.48,3.9,5.9,9.8
2021,Boise St.,19,9,75.8,66.7,9.07,1.71,5.77,3.97,9.75
2021,Northwestern,9,15,70.3,70.0,0.21,11.76,3.49,6.22,9.71
2021,North Carolina St.,14,11,72.8,69.7,3.12,6.48,5.34,4.26,9.6
2021,Drake,26,5,75.9,64.5,11.45,-0.48,5.19,4.23,9.42
2021,St. John's,16,11,79.0,76.7,2.22,7.19,12.44,-3.03,9.41
2021,Wichita St.,16,6,71.5,66.8,4.68,6.91,4.94,4.43,9.36
2021,Mississippi St.,18,15,69.3,66.8,2.45,6.79,2.12,7.13,9.24
2021,Richmond,14,9,74.7,69.0,5.65,5.0,5.42,3.63,9.04
2021,Davidson,13,9,71.8,64.1,7.64,3.4,2.48,6.54,9.02
2021,Providence,13,13,69.8,69.7,0.12,8.82,3.55,5.38,8.94
2021,Marquette,13,14,69.7,69.8,-0.07,8.58,3.11,5.4,8.51
2021,Washington St.,14,13,68.6,67.4,1.19,6.93,1.14,6.98,8.12
2021,Colorado St.,20,8,74.0,66.8,7.18,1.06,4.26,3.8,8.06
2021,Saint Mary's,14,10,64.3,62.6,1.63,6.43,-5.42,13.48,8.05
2021,Pittsburgh,10,12,71.2,70.1,1.05,6.75,4.52,3.28,7.8
2021,UC Santa Barbara,22,5,76.0,62.8,13.15,-2.08,1.58,6.22,7.8
2021,Notre Dame,11,15,72.7,74.3,-1.65,9.38,6.6,1.12,7.73
2021,North Texas,18,10,69.8,62.3,7.46,1.02,-2.12,9.7,7.58
2021,Arizona St.,11,14,74.3,77.1,-2.76,10.24,9.37,-1.88,7.48
2021,Wright St.,18,6,82.0,67.4,14.54,-7.65,5.63,1.26,6.89
2021,Louisiana Tech,24,8,73.1,65.4,7.66,-0.21,1.84,4.79,6.63
2021,Georgia,14,12,77.5,78.0,-0.5,8.02,9.63,-3.01,6.62
2021,Toledo,21,9,81.1,72.6,8.47,-1.88,8.4,-1.81,6.59
2021,Buffalo,16,9,81.4,72.9,8.44,-1.58,8.62,-2.12,6.5
2021,Dayton,14,10,69.8,67.8,1.96,4.35,2.28,4.02,6.31
2021,Abilene Christian,24,5,75.7,60.4,15.28,-6.37,-0.28,6.56,6.27
2021,Vanderbilt,9,16,71.8,72.4,-0.6,6.74,4.64,1.5,6.14
2021,Nebraska,7,20,70.0,74.2,-4.26,12.28,3.35,2.73,6.08
2021,San Francisco,11,14,71.4,69.3,2.16,3.84,2.31,3.69,6.0
2021,Furman,16,9,79.6,68.9,10.68,-1.69,4.8,1.19,5.99
2021,UCF,11,12,67.2,69.4,-2.22,8.15,1.89,4.04,5.94
2021,UAB,22,7,72.6,60.3,12.31,-3.83,-0.87,6.67,5.8
2021,Marshall,15,7,79.9,72.5,7.36,-1.66,8.9,-3.2,5.7
2021,Pepperdine,15,12,76.9,73.6,3.26,5.01,7.82,-2.17,5.65
2021,Loyola Marymount,13,9,69.5,68.0,1.5,4.05,0.93,4.61,5.55
2021,Ohio,17,8,79.2,72.6,6.6,-0.57,5.65,-0.18,5.48
2021,Nevada,16,10,73.7,69.7,4.0,2.12,5.11,0.29,5.4
2021,Rhode Island,10,15,71.4,71.1,0.36,4.93,3.36,1.93,5.29
2021,Western Kentucky,21,8,72.7,68.0,4.69,0.5,2.56,2.64,5.19
2021,Missouri St.,17,7,73.4,66.4,7.0,-0.02,3.37,1.79,5.16
2021,Grand Canyon,17,7,75.5,62.1,13.38,-3.46,-1.81,6.92,5.11
2021,California,9,20,65.4,69.2,-3.83,9.75,-1.61,6.5,4.89
2021,Massachusetts,8,7,76.7,73.0,3.73,1.03,7.63,-2.86,4.77
2021,Butler,10,15,63.5,68.7,-5.16,9.92,-2.34,7.09,4.76
2021,Winthrop,23,2,78.9,67.0,11.84,-7.15,6.28,-1.6,4.69
2021,Tulsa,11,12,68.4,65.6,2.78,5.43,-2.39,6.58,4.19
2021,UC Riverside,14,8,70.2,63.6,6.55,-2.43,-0.99,5.11,4.12
2021,Liberty,23,6,74.4,60.0,14.41,-6.14,-1.06,5.12,4.06
2021,Eastern Washington,16,8,78.3,70.4,7.88,-3.15,7.29,-3.26,4.03
2021,Cincinnati,12,11,68.9,72.1,-3.22,7.21,2.85,1.15,3.99
2021,UNC Greensboro,21,9,73.0,67.3,5.63,-2.15,-0.62,4.1,3.48
2021,Belmont,26,4,81.3,69.1,12.17,-8.71,6.62,-3.16,3.46
2021,UC Irvine,18,9,72.2,63.4,8.81,-0.86,-2.53,6.0,3.46
2021,South Carolina,6,15,72.5,79.1,-6.62,10.01,7.13,-3.74,3.39
2021,South Dakota St.,16,7,80.4,73.5,6.96,-2.05,8.2,-4.93,3.27
2021,Miami FL,10,17,66.4,71.0,-4.52,7.75,-0.27,3.51,3.23
2021,Weber St.,17,6,81.8,69.3,12.48,-5.22,6.55,-3.41,3.14
2021,DePaul,5,14,65.8,71.9,-6.16,8.83,-0.42,3.09,2.67
2021,Pacific,9,9,69.8,70.7,-0.89,5.23,-0.87,3.51,2.64
2021,TCU,12,14,66.8,71.2,-4.38,6.99,-0.03,2.63,2.61
2021,Temple,5,11,65.8,68.8,-3.0,5.57,-0.7,3.27,2.57
2021,Duquesne,9,9,66.9,67.1,-0.17,2.49,-0.9,3.22,2.32
2021,Texas A&M,8,10,64.3,66.9,-2.67,4.86,-4.43,6.62,2.2
2021,Indiana St.,15,10,66.5,65.8,0.68,1.91,-2.47,4.51,2.04
2021,Vermont,10,5,73.0,63.4,9.6,-7.61,1.11,0.88,1.99
2021,George Mason,13,9,71.3,69.9,1.41,0.48,0.2,1.71,1.91
2021,Washington,5,21,67.7,77.4,-9.73,11.61,3.05,-1.16,1.88
2021,Akron,15,8,78.2,72.2,6.0,-1.96,2.97,-1.12,1.85
2021,Wofford,15,9,74.3,67.8,6.54,-0.24,-0.26,2.02,1.76
2021,Kent St.,15,8,76.7,71.1,5.61,-1.9,2.83,-1.09,1.74
2021,Oral Roberts,18,11,81.1,75.6,5.52,-0.04,7.09,-5.36,1.73
2021,Wake Forest,6,16,66.3,72.0,-5.68,8.06,-1.03,2.75,1.72
2021,East Tennessee St.,13,12,69.4,66.2,3.28,0.3,-2.9,4.54,1.65
2021,Mercer,18,11,76.7,71.8,4.93,-1.6,2.25,-0.97,1.28
2021,UTEP,12,12,70.8,68.5,2.25,1.26,-0.69,1.75,1.07
2021,Tulane,10,13,63.9,66.5,-2.57,3.59,-3.26,4.29,1.03
2021,Navy,15,3,71.5,67.0,4.5,-3.48,-0.49,1.51,1.02
2021,East Carolina,8,11,66.8,67.9,-1.16,3.83,-2.25,3.25,1.0
2021,Boston College,4,16,71.4,79.5,-8.15,8.97,4.98,-4.16,0.82
2021,Kansas St.,9,20,61.8,70.2,-8.45,9.04,-4.68,5.44,0.76
2021,Southern Utah,20,4,84.2,69.5,14.67,-5.69,5.97,-5.34,0.63
2021,Bradley,12,16,69.6,66.6,3.0,1.17,-2.22,2.54,0.32
2021,Army,12,10,71.7,69.5,2.23,0.63,-1.35,1.41,0.06
2021,South Florida,9,13,65.9,71.4,-5.55,6.27,-1.7,1.68,-0.02
2021,Santa Clara,12,8,69.7,70.6,-0.95,2.16,-0.63,0.59,-0.05
2021,James Madison,13,7,78.1,70.5,7.65,-3.17,4.35,-4.46,-0.11
2021,Cal St. Bakersfield,15,11,69.7,64.0,5.62,-2.38,-4.7,4.58,-0.13
2021,Bowling Green,14,12,77.5,74.6,2.92,-2.37,3.26,-3.43,-0.17
2021,VMI,13,12,80.0,75.9,4.16,-0.78,5.06,-5.48,-0.41
2021,North Dakota St.,15,12,69.7,67.7,2.07,-2.72,-4.0,3.35,-0.65
2021,Iowa St.,2,22,65.6,76.7,-11.13,10.4,-0.35,-0.37,-0.72
2021,Morehead St.,23,8,68.8,64.1,4.71,-4.33,-5.93,4.98,-0.95
2021,Drexel,12,8,70.4,67.4,2.95,-3.92,-3.38,2.4,-0.97
2021,UMBC,14,6,69.6,64.9,4.65,-5.7,-3.07,2.02,-1.05
2021,Northeastern,10,9,67.2,68.3,-1.11,0.02,-4.73,3.64,-1.09
2021,Old Dominion,15,8,68.3,67.7,0.65,-0.87,-2.45,1.35,-1.1
2021,Iona,12,6,71.3,66.1,5.22,-6.42,-2.81,1.61,-1.2
2021,New Mexico St.,12,8,71.1,64.2,6.95,-5.09,-4.04,2.84,-1.21
2021,UTSA,15,11,78.8,73.3,5.54,-0.17,5.04,-6.26,-1.22
2021,Wyoming,14,11,76.6,75.5,1.08,-2.31,5.51,-6.74,-1.23
2021,South Dakota,14,11,76.0,72.2,3.76,-3.5,2.51,-3.76,-1.25
2021,Bryant,15,7,83.8,75.6,8.14,-7.27,6.05,-7.41,-1.37
2021,UNLV,12,15,69.4,67.5,1.96,1.01,-2.15,0.68,-1.48
2021,Chattanooga,18,8,72.6,69.3,3.35,-2.92,-2.03,0.49,-1.54
2021,Stephen F. Austin,16,5,80.3,70.7,9.62,-8.46,1.88,-3.51,-1.63
2021,Georgia St.,16,6,80.3,72.7,7.64,-4.6,4.58,-6.29,-1.7
2021,Northern Iowa,10,15,69.5,71.2,-1.64,2.43,0.82,-2.56,-1.75
2021,Bellarmine,14,8,74.3,66.2,8.09,-5.56,-0.87,-0.89,-1.76
2021,Ball St.,10,13,74.7,75.5,-0.74,-1.22,1.9,-3.85,-1.96
2021,Florida Atlantic,13,10,78.1,66.8,11.26,-4.94,-0.87,-1.17,-2.05
2021,Loyola MD,6,11,72.1,70.9,1.18,-3.47,-3.14,0.85,-2.29
2021,Miami OH,12,11,72.3,71.6,0.7,-2.72,-1.97,-0.7,-2.67
2021,Eastern Kentucky,22,7,81.8,73.7,8.1,-8.24,5.8,-8.49,-2.68
2021,Coastal Carolina,18,8,79.5,68.2,11.31,-7.6,-0.09,-2.65,-2.74
2021,Hofstra,13,10,73.2,73.0,0.17,-2.94,1.73,-4.5,-2.77
2021,Murray St.,13,13,76.4,66.9,9.5,-8.2,-3.15,0.29,-2.86
2021,Hawaii,11,10,71.6,69.1,2.43,-2.72,-1.79,-1.19,-2.98
2021,Jacksonville St.,18,9,74.3,68.6,5.7,-6.06,-2.1,-0.92,-3.02
2021,Sam Houston St.,19,9,79.6,70.3,9.29,-4.87,0.23,-3.52,-3.29
2021,Utah Valley,11,11,74.2,74.3,-0.14,-1.61,0.66,-4.07,-3.41
2021,Hartford,15,9,65.4,63.9,1.5,-4.95,-5.92,2.47,-3.45
2021,Southern Illinois,12,14,65.5,68.1,-2.54,0.72,-4.6,1.04,-3.56
2021,Fresno St.,12,12,66.3,67.4,-1.13,0.07,-5.56,1.99,-3.57
2021,La Salle,9,16,68.1,73.5,-5.44,2.85,-1.11,-2.46,-3.57
2021,Montana,15,13,70.8,67.0,3.75,-1.57,-5.35,1.7,-3.65
2021,Detroit Mercy,12,10,76.5,74.0,2.55,-6.21,0.47,-4.13,-3.66
2021,Boston University,7,11,69.4,73.9,-4.56,0.84,-4.09,0.38,-3.71
2021,Rice,15,13,73.9,73.6,0.21,-1.49,0.89,-4.62,-3.73
2021,Texas St.,18,7,66.4,61.7,4.68,-7.37,-8.53,4.68,-3.85
2021,Gardner Webb,11,15,70.7,68.4,2.27,-6.14,-2.51,-1.36,-3.87
2021,Siena,12,5,67.6,63.0,4.59,-8.58,-5.63,1.65,-3.99
2021,Valparaiso,10,18,65.0,67.9,-2.89,1.14,-6.06,1.85,-4.21
2021,Albany,7,9,69.4,68.7,0.69,-5.22,-2.82,-1.71,-4.53
2021,Saint Joseph's,5,15,72.2,82.6,-10.45,5.89,4.74,-9.3,-4.56
2021,Louisiana,17,9,74.4,72.8,1.62,-5.5,0.46,-5.29,-4.84
2021,Evansville,9,16,64.8,69.6,-4.84,-0.01,-4.71,-0.15,-4.85
2021,UMKC,11,13,70.1,62.6,7.54,-2.67,-11.49,6.57,-4.92
2021,Charleston,9,10,70.6,69.9,0.63,-3.13,-3.46,-1.49,-4.96
2021,Holy Cross,5,11,70.6,76.1,-5.44,0.45,-0.49,-4.5,-4.99
2021,Cleveland St.,19,8,70.9,71.2,-0.3,-4.82,-5.36,0.25,-5.12
2021,Delaware,7,8,67.5,67.5,0.07,-5.04,-7.21,2.02,-5.19
2021,Nicholls St.,18,7,78.4,73.2,5.16,-8.71,1.02,-6.23,-5.21
2021,San Diego,3,11,66.2,77.1,-10.86,5.64,-2.88,-2.34,-5.22
2021,Seattle,12,11,72.9,68.6,4.3,-3.51,-3.25,-2.0,-5.24
2021,Cal Baptist,13,10,79.1,72.8,6.35,-5.04,3.59,-8.84,-5.25
2021,Elon,10,9,65.7,65.0,0.74,-4.43,-7.56,2.24,-5.32
2021,Wagner,13,7,71.3,68.7,2.55,-7.9,-4.07,-1.29,-5.35
2021,Lafayette,9,6,77.7,76.7,1.0,-6.38,4.2,-9.58,-5.38
2021,Illinois St.,7,18,72.0,74.8,-2.84,0.38,-1.8,-3.65,-5.45
2021,Saint Peter's,14,11,63.2,61.5,1.72,-7.2,-10.55,5.07,-5.48
2021,Montana St.,13,10,74.0,72.0,2.09,-4.62,-2.3,-3.33,-5.62
2021,Mount St. Mary's,12,11,63.2,62.2,1.0,-6.67,-12.18,6.51,-5.67
2021,Charlotte,9,16,63.5,66.7,-3.24,-2.43,-9.24,3.56,-5.68
2021,George Washington,5,12,68.1,72.3,-4.18,-1.57,-0.69,-5.06,-5.75
2021,UC Davis,10,8,71.9,71.6,0.33,-4.24,-2.43,-3.4,-5.83
2021,Appalachian St.,17,12,70.3,64.1,6.17,-5.72,-5.88,0.04,-5.84
2021,Monmouth,12,8,76.1,74.3,1.75,-7.63,3.92,-9.8,-5.88
2021,South Alabama,17,11,74.1,70.9,3.21,-5.86,-1.95,-4.07,-6.03
2021,UMass Lowell,11,12,68.5,70.9,-2.43,-3.61,-2.64,-3.41,-6.05
2021,The Citadel,13,12,80.8,78.4,2.4,-1.45,5.95,-12.03,-6.07
2021,Stony Brook,9,14,66.2,65.6,0.57,-4.73,-7.15,1.01,-6.14
2021,Texas Southern,17,9,73.9,69.5,4.42,-9.03,-1.13,-5.02,-6.15
2021,Norfolk St.,17,8,73.6,69.7,3.88,-8.51,-4.55,-1.61,-6.16
2021,Radford,15,12,67.6,64.6,3.0,-6.6,-7.58,1.38,-6.2
2021,American,4,6,69.1,73.6,-4.5,-1.82,-2.27,-4.05,-6.32
2021,Cal St. Fullerton,6,10,77.0,78.6,-1.56,-3.05,3.55,-9.87,-6.32
2021,Portland St.,9,13,68.7,66.5,2.23,-4.66,-6.97,0.64,-6.33
2021,Little Rock,11,15,68.7,68.5,0.15,-5.4,-4.16,-2.21,-6.36
2021,Morgan St.,14,8,79.8,73.0,6.77,-11.24,0.84,-7.39,-6.55
2021,Austin Peay,14,13,74.3,70.0,4.33,-8.22,-2.16,-4.49,-6.66
2021,Northern Colorado,11,11,70.5,69.0,1.45,-4.22,-4.19,-2.51,-6.7
2021,Northern Kentucky,14,11,71.4,71.2,0.12,-6.9,-4.5,-2.28,-6.78
2021,Campbell,17,10,71.0,68.1,2.85,-7.34,-5.23,-1.59,-6.82
2021,UNC Wilmington,7,10,76.3,73.7,2.59,-6.47,0.48,-7.32,-6.84
2021,Southern Miss,8,17,64.2,66.7,-2.52,-2.1,-7.99,1.11,-6.88
2021,UC San Diego,7,10,71.4,72.1,-0.71,0.98,-0.1,-6.85,-6.95
2021,UNC Asheville,10,10,73.4,72.8,0.6,-7.59,-0.96,-6.03,-6.99
2021,Lipscomb,15,12,71.2,68.4,2.74,-5.63,-4.35,-2.72,-7.07
2021,UT Arlington,13,13,73.7,70.3,3.42,-4.57,-2.62,-4.6,-7.23
2021,Stetson,12,15,71.3,70.2,1.07,-4.51,-3.17,-4.09,-7.26
2021,Tarleton St.,10,10,73.4,62.3,11.05,-3.02,-8.18,0.89,-7.28
2021,Western Carolina,11,16,75.5,78.9,-3.33,-2.03,0.91,-8.33,-7.43
2021,Niagara,9,11,64.7,65.2,-0.55,-6.99,-7.52,-0.03,-7.54
2021,Milwaukee,10,12,75.5,76.3,-0.73,-6.98,0.2,-7.91,-7.71
2021,LIU,9,9,74.0,72.9,1.06,-8.82,-2.02,-5.74,-7.76
2021,Sacramento St.,8,12,72.2,72.1,0.05,-3.65,-3.32,-4.44,-7.76
2021,Bucknell,5,7,74.9,77.3,-2.42,-5.36,-0.69,-7.08,-7.78
2021,Longwood,12,17,66.2,67.8,-1.59,-6.4,-8.08,0.14,-7.93
2021,Arkansas St.,11,13,72.5,69.5,3.08,-5.87,-4.24,-3.73,-7.97
2021,Prairie View A&M,16,5,71.3,64.2,7.05,-15.07,-6.4,-1.62,-8.02
2021,New Hampshire,10,9,67.3,66.6,0.63,-6.7,-6.21,-1.99,-8.2
2021,Idaho St.,13,11,68.2,61.7,6.5,-5.71,-11.35,2.96,-8.39
2021,Long Beach St.,6,12,73.8,79.4,-5.67,-2.83,2.07,-10.56,-8.5
2021,Canisius,7,6,70.4,71.2,-0.77,-7.84,-2.0,-6.61,-8.61
2021,Cal St. Northridge,9,13,72.1,77.7,-5.59,-1.97,0.05,-8.74,-8.69
2021,Samford,6,13,76.8,79.5,-2.63,-1.63,-0.03,-8.9,-8.93
2021,Marist,12,9,63.4,63.6,-0.19,-8.8,-10.32,1.34,-8.99
2021,Merrimack,9,9,66.3,66.7,-0.39,-8.67,-10.55,1.48,-9.06
2021,Quinnipiac,9,13,67.5,69.0,-1.5,-7.6,-5.47,-3.63,-9.1
2021,Oakland,12,18,74.7,81.2,-6.53,-2.8,1.28,-10.61,-9.33
2021,Florida Gulf Coast,10,8,71.8,69.0,2.78,-7.13,-5.7,-3.94,-9.63
2021,UT Rio Grande Valley,9,10,72.4,67.7,4.68,-5.23,-7.47,-2.16,-9.63
2021,NJIT,7,12,66.1,70.2,-4.05,-5.7,-5.19,-4.56,-9.75
2021,Youngstown St.,15,12,74.4,72.2,2.22,-8.17,-2.96,-6.82,-9.78
2021,Towson,4,14,67.4,74.9,-7.5,-2.33,-4.82,-5.01,-9.83
2021,North Alabama,13,11,73.2,69.4,3.75,-6.3,-4.27,-5.79,-10.05
2021,Green Bay,8,17,71.6,76.5,-4.92,-5.23,-3.29,-6.86,-10.15
2021,Fairleigh Dickinson,9,15,75.0,78.8,-3.71,-6.46,1.14,-11.31,-10.17
2021,Southeast Missouri St.,11,16,69.0,71.7,-2.67,-7.51,-4.78,-5.4,-10.18
2021,Georgia Southern,13,13,71.5,67.8,3.77,-6.26,-7.01,-3.21,-10.22
2021,St. Francis NY,9,10,77.7,79.5,-1.84,-8.38,3.0,-13.22,-10.23
2021,St. Francis PA,6,16,68.9,73.4,-4.5,-5.8,-5.09,-5.21,-10.3
2021,North Dakota,9,17,68.7,75.7,-7.0,-3.35,-5.06,-5.29,-10.35
2021,Louisiana Monroe,7,19,64.2,68.9,-4.69,-5.9,-8.57,-2.03,-10.59
2021,High Point,9,15,66.7,69.9,-3.21,-7.58,-7.83,-2.96,-10.78
2021,Middle Tennessee,5,18,62.0,70.7,-8.74,-0.78,-8.4,-2.38,-10.78
2021,New Orleans,10,15,76.0,76.4,-0.44,-9.74,-0.73,-10.18,-10.91
2021,Jacksonville,11,13,67.6,69.5,-1.92,-6.74,-7.8,-3.35,-11.15
2021,FIU,9,17,73.6,76.3,-2.73,-3.24,-2.04,-9.16,-11.2
2021,William & Mary,7,10,64.8,72.0,-7.24,-3.99,-6.53,-4.7,-11.23
2021,Jackson St.,12,6,65.6,62.8,2.78,-14.05,-11.31,0.03,-11.27
2021,Fairfield,10,17,61.8,66.7,-4.89,-6.57,-9.98,-1.48,-11.46
2021,North Florida,8,15,69.6,75.0,-5.39,-4.62,-4.27,-7.2,-11.48
2021,Western Michigan,5,16,63.1,72.0,-8.86,-1.21,-10.52,-0.99,-11.51
2021,IUPUI,8,10,71.2,75.8,-4.61,-7.03,-4.19,-7.46,-11.65
2021,Fordham,2,12,51.8,66.6,-14.79,3.09,-17.76,6.06,-11.69
2021,Illinois Chicago,9,13,67.7,72.3,-4.64,-7.42,-8.59,-3.48,-12.06
2021,Troy,11,17,65.3,69.4,-4.04,-4.06,-9.71,-2.35,-12.06
2021,Purdue Fort Wayne,8,15,75.1,78.7,-3.52,-8.63,-0.78,-11.37,-12.15
2021,Sacred Heart,9,9,70.3,75.0,-4.72,-7.47,-4.57,-7.62,-12.19
2021,Manhattan,7,13,63.4,67.3,-3.85,-8.35,-9.65,-2.56,-12.2
2021,Binghamton,4,14,65.4,72.3,-6.89,-5.35,-5.77,-6.47,-12.24
2021,Rider,6,17,67.5,74.0,-6.48,-5.76,-4.06,-8.18,-12.24
2021,Central Michigan,7,16,76.8,79.8,-3.0,-4.19,-0.31,-12.03,-12.34
2021,Florida A&M,8,12,65.7,68.5,-2.8,-9.55,-11.23,-1.12,-12.35
2021,Coppin St.,9,13,72.8,79.1,-6.32,-6.06,-2.56,-9.81,-12.37
2021,New Mexico,6,16,65.3,71.7,-6.45,-1.73,-9.65,-2.73,-12.38
2021,Western Illinois,7,15,73.0,79.4,-6.36,-4.62,-2.84,-9.65,-12.48
2021,Portland,6,15,69.5,83.2,-13.76,5.08,-1.13,-11.45,-12.58
2021,Eastern Illinois,9,18,69.4,74.9,-5.52,-7.19,-5.42,-7.29,-12.71
2021,Nebraska Omaha,5,20,67.3,78.0,-10.64,-2.09,-4.8,-7.92,-12.73
2021,Lehigh,4,11,68.3,76.6,-8.27,-4.58,-7.34,-5.51,-12.85
2021,Northern Arizona,6,16,63.2,74.5,-11.36,-1.61,-8.8,-4.18,-12.97
2021,Air Force,5,20,58.7,71.9,-13.2,0.22,-11.93,-1.05,-12.98
2021,Lamar,10,18,65.8,72.4,-6.54,-6.57,-8.24,-4.86,-13.1
2021,Robert Morris,4,15,72.3,78.6,-6.32,-5.53,-3.83,-9.36,-13.2
2021,Northwestern St.,11,18,72.6,79.7,-7.1,-4.94,-2.6,-10.88,-13.48
2021,Southern,8,11,69.8,70.3,-0.42,-13.07,-6.71,-6.77,-13.49
2021,Hampton,11,14,68.8,73.2,-4.4,-9.27,-5.34,-8.33,-13.67
2021,Cal Poly,4,20,61.5,70.8,-9.38,-1.56,-11.64,-2.05,-13.69
2021,USC Upstate,5,18,65.9,74.4,-8.57,-5.2,-6.54,-7.16,-13.7
2021,Presbyterian,7,15,64.1,67.1,-2.95,-9.0,-11.8,-2.16,-13.96
2021,Utah Tech,8,13,69.6,76.3,-6.76,-3.43,-4.94,-9.07,-14.01
2021,Tennessee St.,4,19,68.4,74.0,-5.61,-7.23,-7.6,-6.5,-14.1
2021,Tennessee Tech,5,22,66.6,76.9,-10.3,-3.84,-6.46,-7.68,-14.13
2021,Kennesaw St.,5,19,65.5,69.7,-4.21,-3.67,-10.33,-3.82,-14.15
2021,Eastern Michigan,6,12,70.4,75.7,-5.28,-1.23,-6.24,-7.99,-14.23
2021,Howard,1,4,72.6,84.8,-12.2,-2.51,-0.45,-13.82,-14.26
2021,Grambling St.,12,12,67.4,68.7,-1.33,-12.49,-8.5,-5.77,-14.27
2021,North Carolina A&T,11,10,72.2,72.5,-0.29,-8.06,-4.77,-9.5,-14.27
2021,Central Arkansas,5,19,70.9,80.5,-9.67,-1.99,-2.95,-11.91,-14.86
2021,SIU Edwardsville,9,17,65.7,73.0,-7.23,-6.02,-9.18,-5.77,-14.94
2021,Central Connecticut,5,16,68.5,77.4,-8.86,-6.27,-5.75,-9.38,-15.12
2021,Maine,2,7,53.1,64.6,-11.44,-4.21,-18.79,3.13,-15.66
2021,Incarnate Word,8,14,68.0,71.7,-3.77,-8.33,-10.94,-4.97,-15.91
2021,North Carolina Central,5,9,67.3,71.6,-4.36,-8.76,-9.65,-6.35,-15.99
2021,Denver,2,19,69.8,79.1,-9.33,-5.8,-4.42,-11.98,-16.4
2021,Charleston Southern,3,18,65.5,73.8,-8.33,-6.22,-9.55,-7.17,-16.72
2021,Houston Christian,6,19,71.0,80.3,-9.24,-5.72,-3.79,-12.93,-16.72
2021,Texas A&M Corpus Chris,5,19,64.8,71.5,-6.75,-6.1,-9.79,-6.97,-16.77
2021,Southeastern Louisiana,8,18,68.3,77.7,-9.38,-8.02,-8.55,-8.85,-17.4
2021,San Jose St.,5,16,65.8,81.3,-15.57,0.98,-3.91,-13.59,-17.5
2021,Northern Illinois,3,16,62.3,77.4,-15.11,-2.8,-11.69,-6.21,-17.9
2021,Idaho,1,21,61.0,76.5,-15.41,-2.91,-10.97,-7.35,-18.32
2021,McNeese St.,10,14,80.3,71.8,8.54,-11.46,-7.41,-10.93,-18.34
2021,Alabama A&M,6,9,63.3,67.2,-3.87,-14.99,-14.77,-4.08,-18.86
2021,Tennessee Martin,8,16,65.5,77.0,-11.5,-5.89,-9.78,-9.63,-19.41
2021,Alcorn St.,6,13,66.1,75.6,-9.53,-10.06,-8.86,-10.72,-19.58
2021,Arkansas Pine Bluff,4,21,62.0,76.8,-14.88,-7.79,-11.29,-11.39,-22.67
2021,Delaware St.,3,16,70.8,85.7,-14.95,-6.33,-5.59,-18.51,-24.09
2021,Alabama St.,4,14,64.2,71.6,-7.33,-16.95,-14.0,-10.28,-24.28
2021,South Carolina St.,1,17,61.2,78.6,-17.33,-7.56,-11.2,-13.7,-24.9
2021,Chicago St.,0,9,55.4,88.7,-33.22,1.41,-14.71,-17.11,-31.82
2021,Mississippi Valley St.,2,22,56.8,87.4,-30.54,-7.63,-16.51,-21.66,-38.17
2021,Brown,0,0,,,,,,,
2021,Columbia,0,0,,,,,,,
2021,Cornell,0,0,,,,,,,
2021,Dartmouth,0,0,,,,,,,
2021,Harvard,0,0,,,,,,,
2021,Penn,0,0,,,,,,,
2021,Princeton,0,0,,,,,,,
2021,Yale,0,0,,,,,,,
2022,Gonzaga,28,4,87.2,66.2,20.97,4.5,19.65,5.82,25.46
2022,Arizona,33,4,84.0,68.1,15.92,6.84,17.87,4.88,22.75
2022,Houston,32,6,74.8,58.8,16.08,6.47,7.94,14.6,22.55
2022,Kansas,34,6,78.2,67.3,10.98,11.3,15.3,6.98,22.28
2022,Baylor,27,7,77.0,64.1,12.97,8.76,12.12,9.61,21.73
2022,Kentucky,26,8,79.4,66.6,12.88,8.02,13.5,7.4,20.9
2022,Tennessee,27,8,73.5,62.9,10.51,9.94,8.22,12.24,20.46
2022,Texas Tech,27,10,72.1,60.6,11.43,8.65,6.76,13.32,20.08
2022,Duke,32,7,80.1,67.8,12.28,7.26,13.21,6.34,19.55
2022,Villanova,30,8,71.7,62.7,9.03,10.29,5.86,13.45,19.31
2022,UCLA,27,8,75.4,64.5,10.94,8.36,9.42,9.88,19.3
